"Province.State","Country.Region","Lat","Long","confirmed","recovered","deaths","date","confirmed_new","recovered_new","deaths_new","hasErrors","isTerritory","country_code","territory_code"
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-22,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-23,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-24,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-25,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-26,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-27,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-28,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-29,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-30,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-01-31,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-01,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-02,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-03,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-04,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-05,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-06,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-07,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-08,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-09,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-10,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-11,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-12,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-13,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-14,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-15,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-16,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-17,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-18,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-19,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-20,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-21,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-22,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-23,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-24,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-25,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-26,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-27,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,0,0,0,2020-02-28,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1,0,0,2020-02-29,1,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1,0,0,2020-03-01,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1,0,0,2020-03-02,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1,0,0,2020-03-03,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1,0,0,2020-03-04,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1,0,0,2020-03-05,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2,0,0,2020-03-06,1,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2,0,0,2020-03-07,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,3,0,0,2020-03-08,1,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,3,0,0,2020-03-09,0,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,5,0,0,2020-03-10,2,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,7,0,0,2020-03-11,2,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,19,0,0,2020-03-12,12,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,34,0,0,2020-03-13,15,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,51,0,1,2020-03-14,17,0,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,59,0,1,2020-03-15,8,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,77,0,1,2020-03-16,18,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,140,0,1,2020-03-17,63,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,203,0,2,2020-03-18,63,0,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,335,0,4,2020-03-19,132,0,2,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,484,0,4,2020-03-20,149,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,670,0,8,2020-03-21,186,0,4,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,798,6,8,2020-03-22,128,6,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,875,6,8,2020-03-23,77,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1099,6,8,2020-03-24,224,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1333,6,8,2020-03-25,234,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1453,6,9,2020-03-26,120,0,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1605,40,15,2020-03-27,152,34,6,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1831,40,18,2020-03-28,226,0,3,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1950,40,21,2020-03-29,119,0,3,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,1988,40,22,2020-03-30,38,0,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2178,80,23,2020-03-31,190,40,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2319,80,29,2020-04-01,141,0,6,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2487,80,30,2020-04-02,168,0,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2612,500,31,2020-04-03,125,420,1,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2729,500,31,2020-04-04,117,0,0,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2804,500,36,2020-04-05,75,0,5,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2843,500,41,2020-04-06,39,0,5,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,2970,500,44,2020-04-07,127,0,3,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,3034,500,46,2020-04-08,64,0,2,FALSE,FALSE,"LU",
"","Luxembourg",49.8153,6.1296,3115,500,52,2020-04-09,81,0,6,FALSE,FALSE,"LU",
